Year,Rank,Country,Dance_Type,Category_Standardized,Division,Studio_Name_Clean,Team_Name_Clean
2018,1,USA,Pom,Senior Small Pom,Senior,Cheer Factory,Cheers Factory – Inspire
2019,1,USA,Pom,Senior Small Pom,Senior,Cheers Factory,Cheers Factory - Evolution
2016,2,USA,Pom,Senior Small Pom,Senior,South Coast Freestyle,South Coast Freestyle
2017,2,USA,Pom,Senior Small Pom,Senior,Pace Elite,Pace Elite- Darkness Falls
2018,2,USA,Pom,Senior Small Pom,Senior,Dance Mania,Dance Mania
2019,2,USA,Pom,Senior Small Pom,Senior,Energizers Dance Team,Energizers - Ssp
2016,3,USA,Pom,Senior Small Pom,Senior,Pace Elite,Pace Elite
2017,3,USA,Pom,Senior Small Pom,Senior,South Coast Freestyle,South Coast Freestyle
2018,3,USA,Pom,Senior Small Pom,Senior,Energizers Dance Team,Energizers
2019,3,USA,Pom,Senior Small Pom,Senior,Dance Mania,Dance Mania - Ssp
2016,4,USA,Pom,Senior Small Pom,Senior,Champion Legacy,Champion Legacy
2017,4,USA,Pom,Senior Small Pom,Senior,Shining Planets,Shining Planets
2018,4,USA,Pom,Senior Small Pom,Senior,Strut Performing Arts,Strut Performing Arts – Senior Pom
2019,4,USA,Pom,Senior Small Pom,Senior,Jss Moroyama,Jss Moroyama - Topaz Days
2016,5,USA,Pom,Senior Small Pom,Senior,Star Performance Centre,Star Performance Centre
2017,5,USA,Pom,Senior Small Pom,Senior,Champion Legacy,Champion Legacy
2018,5,USA,Pom,Senior Small Pom,Senior,South Coast Freestyle,South Coast Freestyle – Dazzler Dance Team
2019,5,USA,Pom,Senior Small Pom,Senior,South Coast Freestyle,South Coast Freestyle - Hand Clap
2016,6,USA,Pom,Senior Small Pom,Senior,Power Of Dance Llc,The Power Of Dance - Polaris
2017,6,USA,Pom,Senior Small Pom,Senior,Xtreme Dance,Xtreme Dance
2018,6,USA,Pom,Senior Small Pom,Senior,Foursis Dance Academy Dazzlers,Foursis Dance Academy – Dazzler Dance Team
2019,6,USA,Pom,Senior Small Pom,Senior,Xtreme Dance (California),Xtreme Dance - Ssp
2016,7,USA,Pom,Senior Small Pom,Senior,Dance Dynamics,Dance Dynamixs
2017,7,USA,Pom,Senior Small Pom,Senior,Strut Performing Arts,Strut Performing Arts Center
2018,7,USA,Pom,Senior Small Pom,Senior,5678! Dance Studio,5678! Dance Studio – Senior All Stars
2019,7,USA,Pom,Senior Small Pom,Senior,Strut Performing Arts,Strut Performing Arts - Ssp
2016,8,USA,Pom,Senior Small Pom,Senior,Kawai Dance Agency Japan,Kawai Dance Agency - Queen Berri
2017,8,USA,Pom,Senior Small Pom,Senior,Jss Moroyama,Jss Moroyama
2018,8,USA,Pom,Senior Small Pom,Senior,Peak Athletics,Peak Athletics – Sabers
2019,8,USA,Pom,Senior Small Pom,Senior,Foursis Dance Academy Dazzlers,Foursis Dance Academy - Dazzler Dance Team
2016,9,USA,Pom,Senior Small Pom,Senior,Strut Performing Arts,Strut Performance Arts
2017,9,USA,Pom,Senior Small Pom,Senior,5678! Dance Studio,5-6-7-8
2018,9,USA,Pom,Senior Small Pom,Senior,Xtreme Dance,Xtreme Dance
2019,9,USA,Pom,Senior Small Pom,Senior,Jubilly Dance Crew,Jubilly Dance Crew - Ssp
2016,10,USA,Pom,Senior Small Pom,Senior,Peak Athletics,Peak Athletics Sabers
2017,10,USA,Pom,Senior Small Pom,Senior,Foursis Dance Academy Dazzlers,Foursis Dance Academy
2018,10,USA,Pom,Senior Small Pom,Senior,Star Performance Centre,Star Performance Centre – Senior Small Pom
2019,10,USA,Pom,Senior Small Pom,Senior,5678! Dance Studio,5678! Dance Studio - Senior All Stars
2017,11,USA,Pom,Senior Small Pom,Senior,Star Performance Centre,Star Performance Centre
2019,11,USA,Pom,Senior Small Pom,Senior,Powerworx Dance,Powerworx Dance - Team Nuclear
2017,12,USA,Pom,Senior Small Pom,Senior,Peak Athletics,Peak Athletics- Sabers
2019,12,USA,Pom,Senior Small Pom,Senior,The Edge Performers School,The Edge Performers School - The Edge Thunderbolts Elite
2017,13,USA,Pom,Senior Small Pom,Senior,Laredo All American All-Stars,Laredo All American- Infinity
2019,13,USA,Pom,Senior Small Pom,Senior,Legacy Academy Of Dance,Legacy Academy Of Dance - Electricity
2019,14,USA,Pom,Senior Small Pom,Senior,Miss Edie'S Dancin Feet,Miss Edie'S Dancin Feet - Ssp
2015,1,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Power House Of Dance,Power House Of Dance - Street
2016,1,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Extreme All Stars | Florida,Extreme All Stars
2017,1,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Extreme All Stars | Florida,Extreme All Stars
2018,1,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Star Performance Centre,Star Performance Centre – Senior Large Coed Hip Hop
2019,1,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Imperial Athletics,Imperial Athletics - Monarch
2015,2,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison - Cyanide
2016,2,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison - Cyanide
2017,2,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison
2018,2,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Imperial Athletics,Imperial Athletics - Monarch
2019,2,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison All Stars - Cyanide
2015,3,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Star Performance Centre,Star Performance Centre
2016,3,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Star Performance Centre,Star Performance Centre
2017,3,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Victory Vipers,Victory Vipers
2018,3,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Champion Legacy,Champion Legacy – Senior Coed Hip Hop
2019,3,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Studio L Allstars,Studio L Dance Co - Slchh
2015,4,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Extreme All Stars | Florida,Extreme All Stars
2016,4,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Cheer Legendz,Cheer Legendz - Saberz
2018,4,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Power Of Dance Llc,Power Of Dance – Senior Sax
2019,4,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Star Performance Centre,Star Performance Centre - Schh
2015,5,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Adrenaline All Stars,Adrenaline All Stars - Thunder Crew
2016,5,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Valley Cheer Elite,Valley Cheer Elite - Royal Skulls
2018,5,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison All Stars - Cyanide
2019,5,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Champion Legacy,Champion Legacy - Schh
2015,6,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Premier Athletics - Clayton Shockers,Premier Athletics Clayton - Scorpio
2015,7,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Dance Force Studios,Dance Force Studios - Vitality
2015,1,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison - Dart Frogs
2016,1,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Dance Force Studios,Dance Force Studios - Vitality
2017,1,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Extreme All Stars | Florida,Extreme All Stars
2018,1,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Golden Hawks,Golden Hawks – Senior
2019,1,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Power Of Dance Llc,Power Of Dance - Polaris - Wings
2015,2,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Midwest Cheer Elite,Midwest Cheer Elite - Tribe
2016,2,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison - Dart Frogs
2017,2,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Legendary Athletics North,Legendary Athletics
2018,2,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Legendary Athletics North,Legendary Athletics – Senior Coed Elite
2019,2,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Ultimate Allstars Main Location,Ultimate Allstars - Red Thunder
2015,3,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Goddesses Dance Team - Goddesses,Goddesses Dance Team
2016,3,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Champion Legacy,Champion Legacy
2017,3,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Eastern Washington Elite | House Of 509,House Of 509
2018,3,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Goddesses Dance Team - Goddesses,Goddesses Dance Team
2019,3,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Strut Performing Arts,Strut Performing Arts - Sschh
2015,4,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Gold Star All Stars Cheer And Dance,Gold Star - Live
2016,4,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Gold Star All Stars Cheer And Dance,Gold Star - Evolution
2017,4,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison All Stars
2018,4,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Velocity Dance,Velocity Dance - Swag
2019,4,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Imperial Athletics,Imperial Athletics - Supremacy
2015,5,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Perfection Cheer & Dance Academy,Perfection All Stars - Eminence
2016,5,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Goddesses Dance Team - Goddesses,Goddesses Dance Team - Goddesses
2017,5,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Champion Legacy,Champion Legacy
2018,5,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Jordan Johnson Productions,Jordan Johnson Productions
2019,5,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Velocity Dance,Velocity Dance - Swag
2015,6,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Midwest Cheer Elite Cleveland,Midwest Cheer Elite Cleveland - Black Ice Krew
2016,6,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Midwest Cheer Elite,Midwest Cheer Elite - Cleveland - Black Ice Crew
2017,6,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Goddesses Dance Team - Goddesses,Goddesses Dance Team
2018,6,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Midwest Cheer Elite Cleveland,Midwest Cheer Elite Cleveland – Black Ice Krew
2019,6,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Adrenaline All Stars,Adrenaline Allstars - Thunder Crew
2015,7,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Top Gun All Stars Main Location Miami,Top Gun All Stars - Wimos
2016,7,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Power Of Dance Llc,The Power Of Dance - Polaris
2017,7,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Dance Force Studios,Dance Force Studios
2018,7,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Power Of Dance Llc,Power Of Dance - Phoenix
2015,8,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,The Matrix Allstars Ii,The Matrix Allstars - Mxd
2017,8,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Gold Star All Stars Cheer And Dance,Gold Star
2021,1,USA,Jazz,Senior Large Jazz,Senior,The Vision Dance Center,The Vision Dance Center
2023,1,USA,Jazz,Senior Large Jazz,Senior,Dance Dynamics,Dance Dynamics
2024,1,USA,Jazz,Senior Large Jazz,Senior,Studio L Dance Co,Studio L Dance Co. - Varsity
2021,2,USA,Jazz,Senior Large Jazz,Senior,Dancer'S Edge Studio,Dancer'S Edge Studio
2023,2,USA,Jazz,Senior Large Jazz,Senior,The Vision Dance Center,The Vision Dance Center Allstars
2024,2,USA,Jazz,Senior Large Jazz,Senior,Dance Mania,Dance Mania Senior Jazz Large
2021,3,USA,Jazz,Senior Large Jazz,Senior,Dance Mania,Dance Mania
2023,3,USA,Jazz,Senior Large Jazz,Senior,5678! Dance Studio,5678! Senior All Stars
2024,3,USA,Jazz,Senior Large Jazz,Senior,5678! Dance Studio,Move Dance Be Born
2021,4,USA,Jazz,Senior Large Jazz,Senior,Powerworx Dance,Powerworx Dance Atomic
2023,4,USA,Jazz,Senior Large Jazz,Senior,Brio Studios,The Garden
2024,4,USA,Jazz,Senior Large Jazz,Senior,Dance Dynamics,Senior Large Jazz
2021,5,USA,Jazz,Senior Large Jazz,Senior,Star Steppers Dance,Star Steppers Dance
2023,5,USA,Jazz,Senior Large Jazz,Senior,Music City All Stars,Senior Large Jazz
2024,5,USA,Jazz,Senior Large Jazz,Senior,Star Performance Centre,Senior Large Jazz
2021,6,USA,Jazz,Senior Large Jazz,Senior,Dance Dynamics,Dance Dynamics
2023,6,USA,Jazz,Senior Large Jazz,Senior,Dance Mania,Dance Mania Senior Jazz Large
2024,6,USA,Jazz,Senior Large Jazz,Senior,Brio Studios,God Is A Woman
2021,7,USA,Jazz,Senior Large Jazz,Senior,Music City All Stars,Music City All Stars
2023,7,USA,Jazz,Senior Large Jazz,Senior,Dance Etc Inc,Dance Etc Senior Large - Jazz
2024,7,USA,Jazz,Senior Large Jazz,Senior,Dance Mania Nashville,Senior Jazz Large
2021,8,USA,Jazz,Senior Large Jazz,Senior,Champion Legacy All-Star,Champion Legacy All-Star
2024,8,USA,Jazz,Senior Large Jazz,Senior,Starz Dance Academy,Elite All Stars
2023,1,USA,Kick,Senior Kick,Senior,Energizers,Energizers
2024,1,USA,Kick,Senior Kick,Senior,Energizers,Flamingos
2025,1,USA,Kick,Senior Kick,Senior,Energizers,Run For The Roses
2023,2,USA,Kick,Senior Kick,Senior,Power Of Dance,Beautiful People
2024,2,USA,Kick,Senior Kick,Senior,Starz Dance Academy,Senior All Stars
2025,2,USA,Kick,Senior Kick,Senior,Starz Dance Academy,Sda-Senior Kick Vampire
2023,3,USA,Kick,Senior Kick,Senior,Foursis Dance Academy,Foursis Dazzlers Dance
2024,3,USA,Kick,Senior Kick,Senior,Foursis Dance Academy,Foursis Dazzlers Dance
2025,3,USA,Kick,Senior Kick,Senior,Dance Athletics - Plano,Senior Kick
2024,4,USA,Kick,Senior Kick,Senior,Power Of Dance,Hit The Road Jack
2025,4,USA,Kick,Senior Kick,Senior,Starz Dance Academy,Sda-Senior Kick Boogie
2025,5,USA,Kick,Senior Kick,Senior,Miss Edie'S Dancin Feet,Seniors
2022,1,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Pittsburgh Poison All Stars,Cyanide
2023,1,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Adrenaline Studio,Thunder Crew
2024,1,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Star Performance Centre,Senior Large Coed Hip Hop
2025,1,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Star Performance Centre,Senior Large Coed Hip Hop
2022,2,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Ultimate Allstars,Red Thunder
2023,2,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Kashiwa Golden Hawks,Golden Hawks
2024,2,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Pittsburgh Poison All Stars,Cyanide
2025,2,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Pittsburgh Poison All Stars,Cyanide
2022,3,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Dance Athletics,Raptors
2023,3,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Star Performance Centre,Senior Large Coed Hip Hop
2024,3,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Adrenaline Studio,Thunder Crew
2025,3,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Studio L Dance Co,Senior Large Coed Hip Hop
2022,4,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Dollhouse Dance Factory,Vampires
2023,4,USA,Hip Hop,Senior Large Coed Hip Hop,Senior,Pittsburgh Poison All Stars,Cyanide
2022,1,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Dynamics,Dance Dynamics
2023,1,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Brio Studios,Prejudice
2024,1,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,The Vision Dance Center,The Vision Dance Center Senior Large Lyrical
2022,2,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dancin Bluebonnets,Senior Large Contemporary
2023,2,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Dynamics,Dance Dynamics
2024,2,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Dynamics,Senior Contemporary/Lyrical - Large
2022,3,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,The Vision Dance Center,The Vision Dance Center Senior Large Lyrical
2023,3,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,The Vision Dance Center,The Vision Dance Center Allstars
2024,3,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dancin With Roxie,Dancin With Roxie
2022,4,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,"Brookfield Dance, A Brio Studios Co",Senior All Stars
2023,4,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Star Steppers Dance,Senior Contemporary/Lyrical - Large
2024,4,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Tomball High School,Cougar Charms Elite
2022,5,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Precisions,Silent All These Years
2023,5,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Etc Inc,Dance Etc Large Senior Contemporary Lyrical
2024,5,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Mania Nashville,Senior Large Lyrical
2022,6,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Star Steppers Dance,Senior Large Lyrical
2023,6,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,5678! Dance Studio,5678! Junior Elite All Stars
2024,6,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Powerworx Dance,Radiant
2022,7,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dancin With Roxie,Dancin' With Roxie Prestige
2024,7,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Etc Inc,Dance Etc Large Senior Lyrical
2021,1,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dancin Bluebonnets,Dancin Bluebonnets
2025,1,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Dynamics,Senior Large Contemporary/Lyrical
2021,2,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Dynamics,Dance Dynamics
2025,2,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,The Vision Dance Center,Senior Large Lyrical
2021,3,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Music City Allstars,Music City Allstars
2025,3,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,The Dance Vault,Kc Collective
2021,4,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dancin With Roxie Prestige,Dancin With Roxie Prestige
2025,4,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Etc Inc,Large Senior Lyrical
2021,5,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,The Vision Dance Center,The Vision Dance Center
2025,5,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Az Aces,Senior Large Contemporary/Lyrical
2025,6,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dancin With Roxie,Prestige
2025,7,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Powerworx Dance,Radiant
2025,8,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Mania Nashville,Dmn - Senior Large Lyrical
2021,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Dollhouse Dance Factory,Dollhouse Dance Factory - Run This Town
2022,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Poison All Stars,Black Widows
2023,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Dollhouse Dance Factory,Poison Ivy
2024,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Dance Athletics,Lineage
2025,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Dance Athletics,Lineage
2021,2,USA,Hip Hop,Senior Large Hip Hop,Senior,Star Performance Centre,Star Performance Centre
2022,2,USA,Hip Hop,Senior Large Hip Hop,Senior,Legendary Athletics,Senior Premier
2023,2,USA,Hip Hop,Senior Large Hip Hop,Senior,Adrenaline Studio,Joules
2024,2,USA,Hip Hop,Senior Large Hip Hop,Senior,Dollhouse Dance Factory,Kill Bill
2025,2,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Poison All Stars,Black Widows
2021,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Poison All Stars,Pittsburgh Poison All Stars Black Widows
2022,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Adrenaline Studio,Joules
2023,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Poison All Stars,Black Widows
2024,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Dance Dynamics,Senior Hip Hop - Large
2025,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Ecu,Atico Danzas
2021,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Champion Legacy All-Star,Champion Legacy All-Star
2022,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Dollhouse Dance Factory,Mortal Kombat
2023,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Legendary Athletics,Senior Premier
2024,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Legendary Athletics,Senior Premier
2025,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Star Performance Centre,Senior Large Hip Hop
2021,5,USA,Hip Hop,Senior Large Hip Hop,Senior,Raevin Dance Factory,Raevin Dance Factory
2022,5,USA,Hip Hop,Senior Large Hip Hop,Senior,Dance Precisions,Let'S Go
2023,5,USA,Hip Hop,Senior Large Hip Hop,Senior,Star Performance Centre,Senior Large Hip Hop
2024,5,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Poison All Stars,Black Widows
2025,5,USA,Hip Hop,Senior Large Hip Hop,Senior,The Source Dance Lab,Senior Large - Sandman
2021,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Jordan Johnson Productions,Jordan Johnson Productions - Swagg Kids
2022,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Star Performance Centre,Senior All Girl Hip Hop
2023,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Ultimate Dance & Cheer,Senior Large Hip Hop
2024,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Pride All Stars,Coalition
2025,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Dollhouse Dance Factory,Dune
2021,7,USA,Hip Hop,Senior Large Hip Hop,Senior,Dance Dynamics,Dance Dynamics
2022,7,USA,Hip Hop,Senior Large Hip Hop,Senior,Champion Legacy,Senior All Stars
2024,7,USA,Hip Hop,Senior Large Hip Hop,Senior,Dance Mania Nashville,Senior Large Hip Hop
2025,7,USA,Hip Hop,Senior Large Hip Hop,Senior,Dance Precisions,Riot
2021,8,USA,Hip Hop,Senior Large Hip Hop,Senior,Ultimate Dance & Cheer,Ultimate Dance & Cheer
2022,8,USA,Hip Hop,Senior Large Hip Hop,Senior,Dance Dynamics,Dance Dynamic
2024,8,USA,Hip Hop,Senior Large Hip Hop,Senior,Prima Dance All-Stars,Senior Large Hip Hop
2022,1,USA,Jazz,Senior Large Jazz,Senior,The Vision Dance Center,The Vision Dance Center Allstars
2025,1,USA,Jazz,Senior Large Jazz,Senior,Dance Dynamics,Senior Large Jazz
2022,2,USA,Jazz,Senior Large Jazz,Senior,Dance Mania,Senior Jazz Large
2025,2,USA,Jazz,Senior Large Jazz,Senior,The Dance Vault,Kc Collective
2022,3,USA,Jazz,Senior Large Jazz,Senior,"Brookfield Dance, A Brio Studios Co",Senior All Stars
2025,3,USA,Jazz,Senior Large Jazz,Senior,Studio 22,Studio 22 Senior All Stars Large Jazz
2022,4,USA,Jazz,Senior Large Jazz,Senior,Dance Dynamics,Dance Dynamics
2025,4,USA,Jazz,Senior Large Jazz,Senior,Studio L Dance Co,Varsity
2022,5,USA,Jazz,Senior Large Jazz,Senior,Star Performance Centre,Senior Large Jazz
2025,5,USA,Jazz,Senior Large Jazz,Senior,5678! Dance Studio,5678! Senior All Stars - Espana Cani
2022,6,USA,Jazz,Senior Large Jazz,Senior,Dance Etc Inc,Dance Etc. Elite - Large Team
2025,6,USA,Jazz,Senior Large Jazz,Senior,Powerworx Dance,Atomic
2025,7,USA,Jazz,Senior Large Jazz,Senior,Dance Mania,Senior Jazz Large
2025,8,USA,Jazz,Senior Large Jazz,Senior,Champion Legacy,Senior All Star Large Jazz
2025,9,USA,Jazz,Senior Large Jazz,Senior,Dance Etc Inc,Large Senior Jazz
2025,10,USA,Jazz,Senior Large Jazz,Senior,Project N Dance Center,Rich Girls
2025,11,USA,Jazz,Senior Large Jazz,Senior,The Vision Dance Center,Senior Large Jazz
2021,1,USA,Pom,Senior Large Pom,Senior,Dance Mania,Dance Mania
2022,1,USA,Pom,Senior Large Pom,Senior,Dance Mania,Senior Pom Large
2023,1,USA,Pom,Senior Large Pom,Senior,Dance Mania,Dance Mania Senior Pom Large
2024,1,USA,Pom,Senior Large Pom,Senior,Dance Mania,Senior Large Pom
2025,1,USA,Pom,Senior Large Pom,Senior,Team Japan,Shining Planets - Grant Sparkle
2021,2,USA,Pom,Senior Large Pom,Senior,Champion Legacy,Champion Legacy
2022,2,USA,Pom,Senior Large Pom,Senior,Star Performance Centre,Senior Large Pom
2023,2,USA,Pom,Senior Large Pom,Senior,South Coast Freestyle,South Coast Freestyle
2024,2,USA,Pom,Senior Large Pom,Senior,Energizers,Tower Of Terror
2025,2,USA,Pom,Senior Large Pom,Senior,Dance Mania,Senior Pom - Large
2021,3,USA,Pom,Senior Large Pom,Senior,Dance Dynamics,Dance Dynamics
2022,3,USA,Pom,Senior Large Pom,Senior,Energizers,Energizers
2023,3,USA,Pom,Senior Large Pom,Senior,Foursis Dance Academy,Foursis Dance Academy
2024,3,USA,Pom,Senior Large Pom,Senior,South Coast Freestyle,Toy Soldier
2025,3,USA,Pom,Senior Large Pom,Senior,South Coast Freestyle,Ninjas
2021,4,USA,Pom,Senior Large Pom,Senior,Energizers,Energizers
2022,4,USA,Pom,Senior Large Pom,Senior,Champion Legacy,Senior All Stars
2023,4,USA,Pom,Senior Large Pom,Senior,Energizers,Energizers
2025,4,USA,Pom,Senior Large Pom,Senior,Dance Dynamics,Jw
2021,5,USA,Pom,Senior Large Pom,Senior,Dancin Bluebonnets,Dancin Bluebonnets
2022,5,USA,Pom,Senior Large Pom,Senior,Foursis Dance Academy,Foursis Dance Academy Dazzlers
2023,5,USA,Pom,Senior Large Pom,Senior,Dance Dynamics,Dance Dynamics
2025,5,USA,Pom,Senior Large Pom,Senior,Studio 22,Senior Large Pom
